,id,artist,artist_standardized,featured,album,track,time,explicit,year,yearly_rank,source,ch,x40,x10,pk,high,date_entered,date_peaked,latency_to_peak,yearly_rank_percentile,yearly_rank_categorical,ch_categorical,song_x,slope_list,date,song_y,before,after,percent_change,raw_change,breakthrough_10year,breakthrough_5year,artist_underscore,b4,b3,b2,b1,a0,a1,a2,a3,a4,youtube_slope,x1st_week,train
4397,5067,Blink-182,Blink-182,,s,Up All Night,199,0,2011,296,h,2,0,0,1,65,7/30/2011,8/6/2011 0:00,7,0.612836439,3,0,Up All Night,-2.857142857,7/31/2011,Up All Night,48202,65939,1.367972283,17737,1,1,blink-182,15,20,35,26,21,26,36,21,27,1.8,85,TRUE
4398,5067,Blink-182,Blink-182,,s,Up All Night,199,0,2011,296,h,2,0,0,1,65,7/30/2011,8/6/2011 0:00,7,0.612836439,3,0,Up All Night,5.857142857,12/1/2013,Up All Night,732,806,1.101092896,74,0,1,blink-182,15,20,35,26,21,26,36,21,27,1.8,85,FALSE
4399,5067,Blink-182,Blink-182,,s,Up All Night,199,0,2011,296,h,2,0,0,1,65,7/30/2011,8/6/2011 0:00,7,0.612836439,3,0,Up All Night,5.857142857,7/31/2011,Up All Night,48202,65939,1.367972283,17737,0,1,blink-182,15,20,35,26,21,26,36,21,27,1.8,85,FALSE
4400,5067,Blink-182,Blink-182,,s,Up All Night,199,0,2011,296,h,2,0,0,1,65,7/30/2011,8/6/2011 0:00,7,0.612836439,3,0,Up All Night,0.142857143,12/1/2013,Up All Night,732,806,1.101092896,74,0,1,blink-182,15,20,35,26,21,26,36,21,27,1.8,85,TRUE
4401,5067,Blink-182,Blink-182,,s,Up All Night,199,0,2011,296,h,2,0,0,1,65,7/30/2011,8/6/2011 0:00,7,0.612836439,3,0,Up All Night,0.142857143,7/31/2011,Up All Night,48202,65939,1.367972283,17737,0,1,blink-182,15,20,35,26,21,26,36,21,27,1.8,85,TRUE
4429,38683,Vicci Martinez,Vicci Martinez,,s,Dog Days Are Over,213,0,2011,320,h,1,0,0,1,68,7/9/2011,7/9/2011 0:00,0,0.66252588,3,0,Dog Days Are Over,-10.28571429,9/26/2010,Dog Days Are Over,1359,2027,1.491537896,668,1,1,vicci_martinez,15,37,79,100,43,22,14,12,12,11.9,68,TRUE
4430,38683,Vicci Martinez,Vicci Martinez,,s,Dog Days Are Over,213,0,2011,320,h,1,0,0,1,68,7/9/2011,7/9/2011 0:00,0,0.66252588,3,0,Dog Days Are Over,-10.28571429,7/10/2011,Dog Days Are Over,4156,6954,1.673243503,2798,0,0,vicci_martinez,15,37,79,100,43,22,14,12,12,11.9,68,TRUE
4431,16903,Grouplove,Grouplove,,Never Trust A Happy Song,Tongue Tied,218,0,2011,321,h,3,0,0,1,69,12/17/2011,12/24/2011 0:00,7,0.664596273,3,0,Tongue Tied,-1.285714286,12/18/2011,Tongue Tied,4455,16651,3.737598204,12196,1,1,grouplove,20,22,77,100,77,51,40,36,38,19.2,78,TRUE
4432,16903,Grouplove,Grouplove,,Never Trust A Happy Song,Tongue Tied,218,0,2011,321,h,3,0,0,1,69,12/17/2011,12/24/2011 0:00,7,0.664596273,3,0,Tongue Tied,-1.285714286,12/18/2011,Tongue Tied,4455,16651,3.737598204,12196,1,1,grouplove,20,22,77,100,77,51,40,36,38,19.2,74,TRUE
4443,38087,Twista,Twista,Featuring Chris Brown,s,Make A Movie,202,0,2011,332,h,14,0,0,1,71,11/27/2010,1/1/2011 0:00,35,0.6873706,3,1,Make A Movie,-0.428571429,11/28/2010,Make A Movie,12632,12463,0.986621279,-169,0,0,twista,55,68,70,69,60,62,65,59,63,1.1,94,TRUE
4444,35794,Sunny Sweeney,Sunny Sweeney,,s,From A Table Away,216,0,2011,333,h,12,0,0,1,71,1/22/2011,3/19/2011 0:00,56,0.689440994,3,1,From A Table Away,-0.285714286,1/23/2011,From A Table Away,2515,5238,2.082703777,2723,0,0,sunny_sweeney,23,21,33,38,26,73,75,61,84,2.3,96,TRUE
4451,27229,Mindless Behavior,Mindless Behavior,Featuring Diggy,s,Mrs. Right,248,0,2011,338,h,10,0,0,1,72,8/27/2011,11/5/2011 0:00,70,0.699792961,3,1,Mrs. Right,0.071428571,8/28/2011,Mrs. Right,25387,25872,1.019104266,485,0,0,mindless_behavior,54,78,100,92,83,70,70,65,80,7.2,97,TRUE
4455,26128,Marsha Ambrosius,Marsha Ambrosius,,Late Nights & Early Mornings,Far Away,436,0,2011,342,h,18,0,0,1,74,4/2/2011,6/4/2011 0:00,63,0.708074534,3,2,Far Away,0,8/21/2011,Far Away,32878,26567,0.808047935,-6311,1,1,marsha_ambrosius,85,86,71,61,66,70,58,54,58,-6.3,92,TRUE
4456,26128,Marsha Ambrosius,Marsha Ambrosius,,Late Nights & Early Mornings,Far Away,436,0,2011,342,h,18,0,0,1,74,4/2/2011,6/4/2011 0:00,63,0.708074534,3,2,Far Away,-1.142857143,8/21/2011,Far Away,32878,26567,0.808047935,-6311,0,1,marsha_ambrosius,85,86,71,61,66,70,58,54,58,-6.3,92,TRUE
4466,37930,Travis Porter,Travis Porter,,s,Bring It Back,216,1,2011,351,h,10,0,0,1,75,4/2/2011,4/23/2011 0:00,21,0.726708075,3,1,Bring It Back,-1.428571429,4/3/2011,Bring It Back,58,70,1.206896552,12,0,1,travis_porter,82,86,95,100,100,100,90,90,89,5,88,FALSE
4468,19862,Jana Kramer,Jana Kramer,,s,I Won't Give Up,198,0,2011,353,h,1,0,0,1,75,2/26/2011,2/26/2011 0:00,0,0.730848861,3,0,I Won't Give Up,2,1/22/2012,I Won't Give Up,18242,31702,1.737857691,13460,0,1,jana_kramer,0,0,35,13,5,4,2,0,0,2.3,75,FALSE
4469,19862,Jana Kramer,Jana Kramer,,s,I Won't Give Up,198,0,2011,353,h,1,0,0,1,75,2/26/2011,2/26/2011 0:00,0,0.730848861,3,0,I Won't Give Up,2,2/27/2011,I Won't Give Up,3862,6019,1.558518902,2157,0,1,jana_kramer,0,0,35,13,5,4,2,0,0,2.3,75,FALSE
4471,38036,Troop 41,Troop 41,,s,Do The John Wall,263,0,2011,355,h,8,0,0,1,76,1/8/2011,2/5/2011 0:00,28,0.734989648,3,1,Do The John Wall,1.714285714,1/9/2011,Do The John Wall,10,541,54.1,531,1,1,troop_41,45,52,51,48,60,62,68,85,84,2.6,81,FALSE
4472,34823,Snoop Dogg,Snoop Dogg,Featuring T-Pain,Doggumentary,Boom,230,1,2011,356,h,4,0,0,1,76,3/26/2011,3/26/2011 0:00,0,0.737060041,3,1,Boom,2,3/27/2011,Boom,89339,145743,1.631348012,56404,0,0,snoop_dogg,71,75,76,100,86,91,86,74,71,5.5,76,TRUE
4479,35453,Steve Holy,Steve Holy,,Love Don't Run,Love Don't Run,219,0,2011,363,h,7,0,0,1,78,9/10/2011,10/1/2011 0:00,21,0.751552795,3,1,Love Don't Run,1.142857143,9/11/2011,Love Don't Run,1028,1101,1.071011673,73,0,1,steve_holy,55,81,82,89,94,98,100,61,39,8.6,90,TRUE
4480,6832,Cage The Elephant,Cage The Elephant,,Thank You Happy Birthday,Shake Me Down,211,0,2011,364,h,4,0,0,1,78,1/29/2011,1/29/2011 0:00,0,0.753623188,3,1,Shake Me Down,2.428571429,1/30/2011,Shake Me Down,11237,30953,2.754560826,19716,1,1,cage_the_elephant,32,44,73,73,100,71,68,68,61,16.5,78,TRUE
4487,15274,Garrett Hedlund,Garrett Hedlund,& Leighton Meester,Country Strong (More Music from the Motion Picture),Give In To Me,209,0,2011,370,h,2,0,0,1,79,1/29/2011,1/29/2011 0:00,0,0.766045549,3,0,Give In To Me,2.714285714,1/30/2011,Give In To Me,113119,30502,0.269645241,-82617,0,1,garrett_hedlund,26,49,100,69,50,44,32,18,17,6.8,79,TRUE
4497,17238,Gwyneth Paltrow,Gwyneth Paltrow,,Country Strong (Soundtrack),Country Strong,256,0,2011,379,h,2,0,0,1,81,1/22/2011,1/22/2011 0:00,0,0.784679089,3,0,Country Strong,0.857142857,1/23/2011,Country Strong,96749,87422,0.903595903,-9327,0,0,gwyneth_paltrow,23,22,41,33,36,21,21,17,85,3.7,81,TRUE
4503,2511,AWOLNATION,AWOLNATION,,Megalithic Symphony,Sail,259,0,2011,385,h,20,0,0,1,82,9/3/2011,10/15/2011 0:00,42,0.797101449,3,2,Sail,-0.714285714,9/4/2011,Sail,9684,15802,1.631763734,6118,1,1,awolnation,34,36,37,38,48,53,50,53,52,3,89,TRUE
4504,2511,AWOLNATION,AWOLNATION,,Megalithic Symphony,Sail,259,0,2011,385,h,20,0,0,1,82,9/3/2011,10/15/2011 0:00,42,0.797101449,3,2,Sail,-0.714285714,9/4/2011,Sail,9684,15802,1.631763734,6118,1,1,awolnation,34,36,37,38,48,53,50,53,52,3,63,TRUE
4505,10949,Don Omar,Don Omar,& Lucenzo,Fast Five (Soundtrack),Danza Kuduro,198,0,2011,386,h,5,0,0,1,82,5/21/2011,5/21/2011 0:00,0,0.799171843,3,1,Danza Kuduro,0.714285714,5/22/2011,Danza Kuduro,15717,35508,2.259209773,19791,1,1,don_omar,62,80,100,90,85,78,76,73,70,5.6,82,TRUE
4506,14382,Frank Ocean,Frank Ocean,,s,Novacane,302,1,2011,387,h,4,0,0,1,82,7/23/2011,7/23/2011 0:00,0,0.801242236,4,1,Novacane,0.857142857,7/24/2011,Novacane,56363,47560,0.843815979,-8803,1,1,frank_ocean,23,18,19,20,20,22,28,28,29,-0.4,82,TRUE
4514,32859,Romeo Santos,Romeo Santos,Featuring Usher,"Formula, Vol. 1",Promise,252,0,2011,395,h,9,0,0,1,83,11/5/2011,11/26/2011 0:00,21,0.817805383,4,1,Promise,-0.571428571,11/6/2011,Promise,3454,11695,3.385929357,8241,1,1,romeo_santos,28,26,24,25,31,55,49,39,36,0.5,94,TRUE
4521,34069,Sean Paul,Sean Paul,Featuring Alexis Jordin,s,Got 2 Luv U,206,0,2011,402,h,5,0,0,1,84,10/1/2011,10/15/2011 0:00,14,0.832298137,4,1,Got 2 Luv U,-0.857142857,10/2/2011,Got 2 Luv U,16595,21119,1.272612233,4524,0,0,sean_paul,54,59,63,74,73,77,77,73,75,5.3,99,TRUE
4530,38120,Tyga,Tyga,Featuring Chris Richardson,s,Far Away,207,0,2011,410,h,7,0,0,1,86,8/20/2011,10/1/2011 0:00,42,0.848861284,4,1,Far Away,0,8/21/2011,Far Away,32878,26567,0.808047935,-6311,1,1,tyga,40,41,45,39,40,37,34,34,33,-0.2,98,FALSE
4531,38120,Tyga,Tyga,Featuring Chris Richardson,s,Far Away,207,0,2011,410,h,7,0,0,1,86,8/20/2011,10/1/2011 0:00,42,0.848861284,4,1,Far Away,-1.142857143,8/21/2011,Far Away,32878,26567,0.808047935,-6311,0,0,tyga,40,41,45,39,40,37,34,34,33,-0.2,98,TRUE
4534,3247,Bella Thorne,Bella Thorne,& Zendaya,Shake It Up: Break It Down,Watch Me,175,0,2011,412,h,3,0,0,1,86,7/9/2011,7/23/2011 0:00,14,0.85300207,4,0,Watch Me,-0.642857143,7/10/2011,Watch Me,36163,75070,2.075878661,38907,0,1,bella_thorne,3,15,40,39,35,31,28,29,27,8.8,95,FALSE
4535,3247,Bella Thorne,Bella Thorne,& Zendaya,Shake It Up: Break It Down,Watch Me,175,0,2011,412,h,3,0,0,1,86,7/9/2011,7/23/2011 0:00,14,0.85300207,4,0,Watch Me,-0.642857143,3/15/2015,Watch Me,0,6,inf,6,1,1,bella_thorne,3,15,40,39,35,31,28,29,27,8.8,95,TRUE
4536,3247,Bella Thorne,Bella Thorne,& Zendaya,Shake It Up: Break It Down,Watch Me,175,0,2011,412,h,3,0,0,1,86,7/9/2011,7/23/2011 0:00,14,0.85300207,4,0,Watch Me,-1.714285714,7/10/2011,Watch Me,36163,75070,2.075878661,38907,0,0,bella_thorne,3,15,40,39,35,31,28,29,27,8.8,95,TRUE
4537,3247,Bella Thorne,Bella Thorne,& Zendaya,Shake It Up: Break It Down,Watch Me,175,0,2011,412,h,3,0,0,1,86,7/9/2011,7/23/2011 0:00,14,0.85300207,4,0,Watch Me,-1.714285714,3/15/2015,Watch Me,0,6,inf,6,1,1,bella_thorne,3,15,40,39,35,31,28,29,27,8.8,95,FALSE
4538,7865,China Anne McClain,China Anne McClain,,s,Calling All The Monsters,206,0,2011,413,h,2,0,0,1,86,10/15/2011,10/29/2011 0:00,14,0.855072464,4,0,Calling All The Monsters,-1,10/16/2011,Calling All The Monsters,34603,60675,1.753460683,26072,0,0,china_anne_mcclain,46,92,95,93,93,78,62,52,46,9.5,100,FALSE
4544,22274,Josh Kelley,Josh Kelley,,Georgia Clay - EP,Georgia Clay,183,0,2011,419,h,3,0,0,1,87,4/9/2011,4/16/2011 0:00,7,0.867494824,4,0,Georgia Clay,-0.285714286,4/10/2011,Georgia Clay,11679,17229,1.475211919,5550,1,1,josh_kelley,45,52,71,72,83,87,72,63,100,9.6,89,TRUE
4545,314,Aaron Lewis,Aaron Lewis,Featuring George Jones & Charlie Daniels,Town Line,Country Boy,283,0,2011,420,h,2,0,0,1,87,3/12/2011,3/19/2011 0:00,7,0.869565217,4,0,Country Boy,-1.857142857,3/13/2011,Country Boy,15719,21880,1.391946053,6161,1,1,aaron_lewis,73,78,77,100,98,84,87,89,79,7.2,100,TRUE
4559,6225,Bridgit Mendler,Bridgit Mendler,,Lemonade Mouth,Somebody,208,0,2011,434,h,1,0,0,1,89,5/7/2011,5/7/2011 0:00,0,0.898550725,4,0,Somebody,-2.571428571,2/8/2015,Somebody,6,2321,386.8333333,2315,1,1,bridgit_mendler,14,17,13,9,9,6,5,4,5,-1.8,89,TRUE
4586,26395,Mary Mary,Mary Mary,,s,Walking,203,0,2011,459,h,5,0,0,2,94,3/19/2011,4/16/2011 0:00,28,0.950310559,4,1,Walking,0.428571429,3/20/2011,Walking,5440,6540,1.202205882,1100,0,1,mary_mary,64,63,64,68,65,63,69,76,73,0.7,97,TRUE
4588,19561,James Blunt,James Blunt,,Some Kind Of Trouble (Deluxe Version),Stay The Night,205,0,2011,461,h,1,0,0,1,94,2/5/2011,2/5/2011 0:00,0,0.954451346,4,0,Stay The Night,2.5,2/6/2011,Stay The Night,25472,28975,1.137523555,3503,0,0,james_blunt,47,56,84,68,62,91,68,56,57,4.2,94,TRUE
4593,10714,DJ Drama,DJ Drama,"Featuring Fabolous, Roscoe Dash & Wiz Khalifa",s,Oh My,263,1,2011,466,h,3,0,0,1,95,8/6/2011,8/13/2011 0:00,7,0.964803313,4,0,Oh My,-0.714285714,8/7/2011,Oh My,5835,7300,1.251071123,1465,1,1,dj_drama,60,55,63,67,72,64,58,47,32,3.6,100,FALSE
4622,39701,Xenia,Xenia,,s,Price Tag,210,0,2011,489,h,1,0,0,1,99,7/2/2011,7/2/2011 0:00,0,1.01242236,4,0,Price Tag,1.714285714,2/20/2011,Price Tag,85506,136427,1.59552546,50921,1,1,xenia,16,63,86,100,61,30,21,16,16,12.7,99,TRUE
4630,7052,Carly Rae Jepsen,Carly Rae Jepsen,,Kiss (Deluxe),Call Me Maybe,193,0,2012,1,h,50,43,23,9,1,3/10/2012,6/23/2012 0:00,105,0.002070393,0,3,Call Me Maybe,-1,3/11/2012,Call Me Maybe,16467,89885,5.458492743,73418,0,0,carly_rae_jepsen,1,2,19,27,33,40,45,59,66,8.9,38,TRUE
4632,16743,Gotye,Gotye,Featuring Kimbra,s,Somebody That I Used To Know,244,0,2012,3,h,59,44,24,8,1,1/21/2012,4/28/2012 0:00,98,0.00621118,0,3,Somebody That I Used To Know,7.285714286,1/22/2012,Somebody That I Used To Know,37560,130499,3.474414271,92939,1,1,gotye,4,4,6,15,16,19,22,25,27,3.5,91,TRUE
4633,16743,Gotye,Gotye,Featuring Kimbra,s,Somebody That I Used To Know,244,0,2012,3,h,59,44,24,8,1,1/21/2012,4/28/2012 0:00,98,0.00621118,0,3,Somebody That I Used To Know,-4.714285714,1/22/2012,Somebody That I Used To Know,37560,130499,3.474414271,92939,1,1,gotye,4,4,6,15,16,19,22,25,27,3.5,91,TRUE
4634,15166,Fun.,Fun.,Featuring Janelle Monae,Some Nights,We Are Young,249,0,2012,4,h,42,33,22,6,1,12/24/2011,3/17/2012 0:00,84,0.008281573,0,3,We Are Young,3.571428571,12/25/2011,We Are Young,876,1090,1.244292237,214,0,0,fun.,6,6,26,27,14,11,20,20,22,3.7,53,TRUE
4635,15166,Fun.,Fun.,Featuring Janelle Monae,Some Nights,We Are Young,249,0,2012,4,h,42,33,22,6,1,12/24/2011,3/17/2012 0:00,84,0.008281573,0,3,We Are Young,6.714285714,12/25/2011,We Are Young,876,1090,1.244292237,214,1,1,fun.,6,6,26,27,14,11,20,20,22,3.7,53,TRUE
4646,12393,Ellie Goulding,Ellie Goulding,,Lights,Lights,211,0,2012,15,h,57,33,14,2,2,8/20/2011,8/18/2012 0:00,364,0.031055901,0,3,Lights,0.095238095,8/21/2011,Lights,27348,24747,0.904892497,-2601,1,1,ellie_goulding,16,25,27,22,19,19,20,20,21,0.3,85,FALSE
4658,39276,Whitney Houston,Whitney Houston,,,I Will Always Love You,272,0,2012,24,h,3,3,2,1,3,2/25/2012,3/3/2012 0:00,7,0.049689441,0,0,I Will Always Love You,-0.571428571,2/26/2012,I Will Always Love You,29323,713904,24.34621287,684581,0,0,whitney_houston,2,2,2,100,35,12,11,10,8,16.4,7,TRUE
4659,28859,One Direction,One Direction,,Up All Night,Live While We're Young,198,0,2012,25,h,16,5,1,1,3,10/20/2012,10/20/2012 0:00,0,0.051759834,0,2,Live While We're Young,2.571428571,10/21/2012,Live While We're Young,391451,314888,0.804412302,-76563,1,1,one_direction,49,47,42,42,36,32,66,71,70,-3.1,3,TRUE
4675,1036,Alex Clare,Alex Clare,,The Lateness Of The Hour,Too Close,256,0,2012,39,h,44,27,10,2,7,4/7/2012,10/27/2012 0:00,203,0.080745342,0,3,Too Close,4.571428571,4/8/2012,Too Close,1379,19577,14.19651922,18198,0,0,alex_clare,7,24,38,42,37,47,55,42,44,7.8,68,TRUE
4682,29066,Owl City,Owl City,& Carly Rae Jepsen,s,Good Time,205,0,2012,45,h,24,23,7,2,8,7/14/2012,9/15/2012 0:00,63,0.093167702,0,3,Good Time,-0.142857143,7/15/2012,Good Time,22636,39153,1.729678388,16517,0,0,owl_city,10,10,17,22,22,27,34,34,34,3.6,18,TRUE
4683,19999,Jason Mraz,Jason Mraz,,s,I Won't Give Up,241,0,2012,46,h,44,27,1,1,8,1/21/2012,1/21/2012 0:00,0,0.095238095,0,3,I Won't Give Up,2,1/22/2012,I Won't Give Up,18242,31702,1.737857691,13460,1,1,jason_mraz,16,14,20,37,32,28,31,31,31,5.5,8,FALSE
4684,19999,Jason Mraz,Jason Mraz,,s,I Won't Give Up,241,0,2012,46,h,44,27,1,1,8,1/21/2012,1/21/2012 0:00,0,0.095238095,0,3,I Won't Give Up,2,2/27/2011,I Won't Give Up,3862,6019,1.558518902,2157,1,1,jason_mraz,16,14,20,37,32,28,31,31,31,5.5,8,TRUE
4695,6900,Calvin Harris,Calvin Harris,,Feel So Close,Feel So Close,207,0,2012,57,h,26,23,0,4,12,2/25/2012,4/28/2012 0:00,63,0.118012422,0,3,Feel So Close,-1.857142857,2/26/2012,Feel So Close,36598,35181,0.961282037,-1417,0,0,calvin_harris,34,34,31,36,41,50,59,72,76,1.6,90,TRUE
4698,7713,Cher Lloyd,Cher Lloyd,,s,Want U Back,213,0,2012,60,h,20,14,0,1,12,6/30/2012,8/11/2012 0:00,42,0.124223602,0,2,Want U Back,-3.428571429,7/1/2012,Want U Back,35576,57072,1.604227569,21496,0,0,cher_lloyd,17,18,24,35,42,51,61,70,86,6.7,75,TRUE
4711,13960,Florida Georgia Line,Florida Georgia Line,,Here's To The Good Times,Cruise,209,0,2012,72,h,26,16,0,2,16,9/1/2012,12/1/2012 0:00,91,0.149068323,0,3,Cruise,-1.857142857,9/2/2012,Cruise,1153,2973,2.578490893,1820,1,1,florida_georgia_line,9,10,12,15,19,23,27,33,41,2.5,99,TRUE
4712,18624,Hunter Hayes,Hunter Hayes,,Hunter Hayes,Wanted,228,0,2012,73,h,46,32,0,1,16,5/12/2012,10/6/2012 0:00,147,0.151138716,0,3,Wanted,-1.571428571,5/13/2012,Wanted,36465,12177,0.333936652,-24288,1,1,hunter_hayes,25,27,31,38,40,44,45,48,54,4.1,99,TRUE
4713,22674,Karmin,Karmin,,s,Brokenhearted,228,0,2012,74,h,22,14,0,1,16,3/24/2012,6/9/2012 0:00,77,0.15320911,0,3,Brokenhearted,-3.428571429,3/25/2012,Brokenhearted,8846,3008,0.340040696,-5838,0,1,karmin,32,34,37,40,50,61,61,69,67,4.2,84,TRUE
4717,23049,Kendrick Lamar,Kendrick Lamar,,s,Swimming Pools (Drank),247,1,2012,78,h,29,16,0,1,17,8/18/2012,12/15/2012 0:00,119,0.161490683,0,3,Swimming Pools (Drank),-0.714285714,8/19/2012,Swimming Pools (Drank),49067,62493,1.273625859,13426,0,1,kendrick_lamar,15,14,16,21,20,22,22,21,21,1.7,100,TRUE
4722,15361,Gavin DeGraw,Gavin DeGraw,,Sweeter,Not Over You,218,0,2012,83,h,35,20,0,1,18,6/25/2011,2/11/2012 0:00,231,0.17184265,0,3,Not Over You,0.042857143,6/26/2011,Not Over You,6488,8480,1.30702836,1992,0,1,gavin_degraw,11,9,15,14,16,17,21,19,20,1.5,96,TRUE
4737,84,2 Chainz,2 Chainz,Featuring Drake,s,No Lie,239,1,2012,97,h,26,17,0,1,24,5/26/2012,9/8/2012 0:00,105,0.200828157,1,3,No Lie,2.428571429,5/27/2012,No Lie,43569,82235,1.887465859,38666,1,1,2_chainz,35,51,54,52,59,58,50,52,62,4.9,45,TRUE
4741,7236,Cassadee Pope,Cassadee Pope,,The Complete Season 3 Collection,Over You,215,0,2012,101,h,2,1,0,1,25,12/8/2012,12/8/2012 0:00,0,0.209109731,1,0,Over You,2.107142857,12/9/2012,Over You,22837,60547,2.65126768,37710,1,1,cassadee_pope,20,18,59,59,40,49,100,33,31,8.1,25,TRUE
4742,7236,Cassadee Pope,Cassadee Pope,,The Complete Season 3 Collection,Over You,215,0,2012,101,h,2,1,0,1,25,12/8/2012,12/8/2012 0:00,0,0.209109731,1,0,Over You,-0.071428571,12/9/2012,Over You,22837,60547,2.65126768,37710,1,1,cassadee_pope,20,18,59,59,40,49,100,33,31,8.1,25,TRUE
4743,17712,Havana Brown,Havana Brown,Featuring Pitbull,s,We Run The Night,228,1,2012,102,h,22,9,0,1,26,4/7/2012,8/11/2012 0:00,126,0.211180124,1,3,We Run The Night,-0.857142857,4/8/2012,We Run The Night,1760,2677,1.521022727,917,1,1,havana_brown,35,48,45,46,49,49,43,43,61,2.6,99,FALSE
4744,16099,Glee Cast,Glee Cast,,s,Somebody That I Used To Know,246,0,2012,103,h,2,1,0,1,26,4/28/2012,4/28/2012 0:00,0,0.213250518,1,0,Somebody That I Used To Know,7.285714286,1/22/2012,Somebody That I Used To Know,37560,130499,3.474414271,92939,1,1,glee_cast,17,20,39,32,28,23,25,21,31,3.4,26,TRUE
4745,16099,Glee Cast,Glee Cast,,s,Somebody That I Used To Know,246,0,2012,103,h,2,1,0,1,26,4/28/2012,4/28/2012 0:00,0,0.213250518,1,0,Somebody That I Used To Know,-4.714285714,1/22/2012,Somebody That I Used To Know,37560,130499,3.474414271,92939,0,1,glee_cast,17,20,39,32,28,23,25,21,31,3.4,26,FALSE
4749,23440,Kirko Bangz,Kirko Bangz,,s,Drank In My Cup,232,1,2012,107,h,22,10,0,4,28,2/25/2012,5/19/2012 0:00,84,0.221532091,1,3,Drank In My Cup,0.142857143,2/26/2012,Drank In My Cup,3352,7658,2.284606205,4306,0,1,kirko_bangz,59,61,63,61,68,84,77,84,93,1.8,96,FALSE
4753,22412,Juicy J,Juicy J,Featuring Lil Wayne & 2 Chainz,s,Bandz A Make Her Dance,280,1,2012,110,h,20,8,0,1,29,9/29/2012,12/15/2012 0:00,77,0.227743271,1,2,Bandz A Make Her Dance,-1.142857143,9/30/2012,Bandz A Make Her Dance,14680,27669,1.884809264,12989,0,0,juicy_j,39,40,40,42,54,52,48,48,45,3.2,71,TRUE
4755,23433,Kip Moore,Kip Moore,,Somethin' 'Bout A Truck,Somethin' 'Bout A Truck,216,0,2012,112,h,20,6,0,1,29,2/25/2012,6/9/2012 0:00,105,0.231884058,1,2,Somethin' 'Bout A Truck,0,2/26/2012,Somethin' 'Bout A Truck,1744,2633,1.509747706,889,1,1,kip_moore,21,23,24,23,30,36,35,37,47,1.8,89,TRUE
4763,6093,Breathe Carolina,Breathe Carolina,,Hell Is What You Make It,Blackout,210,0,2012,120,h,20,3,0,1,32,11/19/2011,2/4/2012 0:00,77,0.248447205,1,2,Blackout,-0.714285714,11/20/2011,Blackout,5720,9167,1.602622378,3447,0,0,breathe_carolina,37,44,44,54,66,61,75,76,87,6.8,92,TRUE
4767,16614,Gloriana,Gloriana,,s,(Kissed You) Good Night,232,0,2012,124,h,20,5,0,1,34,4/21/2012,8/18/2012 0:00,119,0.256728778,1,2,(Kissed You) Good Night,-1.285714286,4/22/2012,(Kissed You) Good Night,753,1053,1.398406375,300,0,0,gloriana,43,47,42,57,49,50,60,65,67,2.2,97,FALSE
4770,28529,No Doubt,No Doubt,,s,Settle Down,361,0,2012,127,h,8,1,0,1,34,8/4/2012,8/4/2012 0:00,0,0.262939959,1,1,Settle Down,3.285714286,8/5/2012,Settle Down,18785,37503,1.996433324,18718,0,1,no_doubt,18,21,100,72,48,50,46,48,45,11.1,34,TRUE
4771,27288,Miranda Lambert,Miranda Lambert,,Four The Record,Over You,253,0,2012,128,h,20,7,0,1,35,11/19/2011,4/21/2012 0:00,154,0.265010352,1,2,Over You,2.107142857,12/9/2012,Over You,22837,60547,2.65126768,37710,0,1,miranda_lambert,47,51,65,77,64,53,50,47,46,6,93,TRUE
4772,27288,Miranda Lambert,Miranda Lambert,,Four The Record,Over You,253,0,2012,128,h,20,7,0,1,35,11/19/2011,4/21/2012 0:00,154,0.265010352,1,2,Over You,-0.071428571,12/9/2012,Over You,22837,60547,2.65126768,37710,0,0,miranda_lambert,47,51,65,77,64,53,50,47,46,6,93,TRUE
4777,15121,French Montana,French Montana,"Featuring Rick Ross, Drake, Lil Wayne",s,Pop That,304,1,2012,131,h,22,8,0,1,36,7/28/2012,11/10/2012 0:00,105,0.271221532,1,3,Pop That,0,7/29/2012,Pop That,23708,36427,1.536485574,12719,1,1,french_montana,52,49,89,90,84,84,85,86,90,10.5,90,TRUE
4781,29023,Outasight,Outasight,,Tonight Is The Night - EP,Tonight Is The Night,190,0,2012,135,h,20,2,0,2,38,12/10/2011,2/11/2012 0:00,63,0.279503106,1,2,Tonight Is The Night,-3.714285714,12/11/2011,Tonight Is The Night,16284,4577,0.281073446,-11707,1,1,outasight,14,15,16,11,50,54,78,64,57,6.8,96,TRUE
4785,11588,Dustin Lynch,Dustin Lynch,,s,Cowboys And Angels,227,0,2012,139,h,22,1,0,1,40,6/2/2012,10/6/2012 0:00,126,0.287784679,1,3,Cowboys And Angels,-0.714285714,6/3/2012,Cowboys And Angels,1636,3663,2.238997555,2027,0,0,dustin_lynch,45,54,55,61,64,68,73,72,70,4.5,100,TRUE
4791,16902,Grouplove,Grouplove,,Never Trust A Happy Song,Tongue Tied,218,0,2012,145,h,17,0,0,1,42,6/2/2012,8/11/2012 0:00,70,0.300207039,1,2,Tongue Tied,-1.285714286,12/18/2011,Tongue Tied,4455,16651,3.737598204,12196,0,1,grouplove,46,42,56,62,63,75,77,85,82,5.4,78,FALSE
