artist,AB,ACT,AK,AL,AR,AZ,Australia,BC,CA,CO,CT,Canada,Concert,DC,DE,FL,Festival,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MB,MD,ME,MI,MN,MO,MS,MT,NB,NC,ND,NE,NH,NJ,NL,NM,NS,NSW,NT,NV,NY,OH,OK,ON,OR,PA,QC,QLD,RI,SA,SC,SD,SK,TAS,TN,TX,US,UT,VA,VIC,VT,WA,WI,WV,WY,headline,total
Jill Scott,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,13.0,0.0,2.0,0.0,103.0,4.0,0.0,5.0,23.0,6.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,107.0,0.0,7.0,1.0,0.0,2.0,1.0,0.0,0.0,79.0,126
La Roux,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,12.0,2.0,0.0,10.0,131.0,5.0,0.0,8.0,43.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,62.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,131.0,174
Ronnie Dunn,4.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,16.0,86.0,0.0,0.0,1.0,5.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,7.0,12.0,75.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,65.0,91
Nicki Minaj,2.0,0.0,0.0,1.0,0.0,3.0,11.0,4.0,24.0,1.0,0.0,11.0,190.0,5.0,0.0,9.0,14.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,6.0,12.0,4.0,0.0,3.0,1.0,5.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,122.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,0.0,113.0,204
Fifth Harmony,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,18.0,2.0,5.0,10.0,160.0,4.0,1.0,6.0,6.0,5.0,0.0,0.0,0.0,7.0,3.0,0.0,1.0,1.0,7.0,0.0,3.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,0.0,7.0,0.0,9.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,12.0,153.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,64.0,166
Yo Gotti,0.0,0.0,0.0,11.0,2.0,3.0,0.0,0.0,9.0,2.0,1.0,1.0,163.0,5.0,0.0,16.0,3.0,6.0,0.0,0.0,0.0,7.0,4.0,1.0,1.0,6.0,0.0,0.0,3.0,0.0,9.0,1.0,7.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,11.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,165.0,1.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,131.0,166
Godsmack,5.0,0.0,2.0,2.0,3.0,9.0,6.0,2.0,9.0,5.0,0.0,18.0,157.0,2.0,1.0,12.0,105.0,4.0,1.0,2.0,5.0,7.0,3.0,1.0,2.0,3.0,7.0,4.0,1.0,3.0,9.0,4.0,7.0,0.0,0.0,0.0,8.0,2.0,2.0,3.0,5.0,0.0,4.0,0.0,1.0,0.0,6.0,10.0,7.0,5.0,1.0,0.0,12.0,3.0,2.0,6.0,1.0,1.0,3.0,3.0,0.0,6.0,15.0,218.0,1.0,3.0,2.0,1.0,5.0,8.0,1.0,0.0,118.0,262
Migos,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,71.0,1.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,72
Jason Aldean,7.0,0.0,0.0,14.0,4.0,9.0,0.0,4.0,34.0,4.0,0.0,25.0,445.0,4.0,2.0,19.0,45.0,12.0,0.0,6.0,2.0,20.0,9.0,5.0,11.0,8.0,13.0,1.0,8.0,3.0,10.0,12.0,14.0,1.0,3.0,0.0,24.0,3.0,5.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,7.0,14.0,23.0,7.0,9.0,1.0,17.0,0.0,0.0,6.0,0.0,6.0,6.0,4.0,0.0,21.0,35.0,459.0,4.0,9.0,0.0,1.0,7.0,16.0,5.0,4.0,374.0,490
Olly Murs,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,323.0,1.0,0.0,2.0,28.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,250.0,351
Sammy Adams,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,7.0,3.0,3.0,142.0,7.0,3.0,6.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,16.0,0.0,3.0,3.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,3.0,1.0,3.0,4.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,146.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,79.0,149
James Newton Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rita Ora,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0,73
V.I.C.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Matisyahu,0.0,0.0,0.0,9.0,2.0,8.0,6.0,5.0,57.0,19.0,5.0,8.0,482.0,9.0,1.0,37.0,52.0,9.0,7.0,4.0,5.0,12.0,3.0,1.0,4.0,5.0,12.0,0.0,6.0,4.0,11.0,6.0,13.0,0.0,0.0,0.0,15.0,0.0,2.0,4.0,2.0,0.0,4.0,0.0,1.0,0.0,15.0,56.0,9.0,2.0,2.0,10.0,18.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,24.0,459.0,4.0,11.0,1.0,5.0,12.0,7.0,0.0,1.0,0.0,534
Lupe Fiasco,0.0,1.0,0.0,2.0,0.0,4.0,21.0,4.0,25.0,6.0,3.0,6.0,167.0,5.0,2.0,7.0,40.0,2.0,0.0,1.0,1.0,12.0,4.0,0.0,0.0,3.0,7.0,0.0,3.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,4.0,20.0,4.0,0.0,1.0,4.0,5.0,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,7.0,174.0,2.0,0.0,5.0,0.0,7.0,6.0,0.0,0.0,158.0,207
Natasha Bedingfield,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,41.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,42
Kristen Bell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
U2,1.0,0.0,0.0,0.0,1.0,2.0,8.0,2.0,13.0,5.0,0.0,14.0,117.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,118.0,119
Kirko Bangz,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,2.0,1.0,3.0,99.0,3.0,0.0,4.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,2.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,98.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,0.0,50.0,101
Maejor Ali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3
Charlie Worsham,3.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,6.0,3.0,0.0,12.0,160.0,1.0,1.0,15.0,20.0,4.0,0.0,0.0,1.0,16.0,4.0,6.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,30.0,14.0,168.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,59.0,180
David Nail,0.0,0.0,0.0,17.0,12.0,9.0,0.0,0.0,25.0,10.0,4.0,8.0,498.0,6.0,3.0,34.0,55.0,15.0,0.0,10.0,3.0,28.0,16.0,6.0,13.0,9.0,13.0,0.0,12.0,2.0,21.0,9.0,30.0,2.0,2.0,1.0,19.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,14.0,29.0,11.0,5.0,4.0,12.0,0.0,0.0,6.0,0.0,6.0,3.0,2.0,0.0,34.0,30.0,545.0,4.0,10.0,0.0,2.0,8.0,18.0,2.0,2.0,367.0,553
Krewella,4.0,0.0,0.0,1.0,0.0,5.0,11.0,6.0,32.0,7.0,2.0,18.0,251.0,2.0,1.0,24.0,82.0,6.0,1.0,1.0,3.0,11.0,11.0,1.0,3.0,6.0,6.0,0.0,2.0,1.0,10.0,3.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,42.0,9.0,11.0,1.0,6.0,5.0,11.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,22.0,279.0,4.0,1.0,3.0,0.0,9.0,4.0,0.0,0.0,197.0,333
Chief Keef,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,57.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,58.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,49.0,59
Erykah Badu,2.0,0.0,0.0,2.0,0.0,1.0,10.0,3.0,28.0,2.0,0.0,9.0,170.0,9.0,0.0,7.0,63.0,7.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,4.0,0.0,9.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,17.0,3.0,0.0,3.0,1.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,159.0,1.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,165.0,233
Jack Johnson,0.0,0.0,0.0,1.0,0.0,1.0,14.0,3.0,19.0,4.0,0.0,6.0,160.0,1.0,1.0,5.0,37.0,3.0,11.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,3.0,2.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,97.0,1.0,1.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,197
Drake,8.0,0.0,0.0,1.0,0.0,6.0,10.0,3.0,35.0,4.0,2.0,37.0,337.0,7.0,0.0,17.0,35.0,5.0,0.0,0.0,0.0,13.0,6.0,0.0,2.0,5.0,14.0,3.0,1.0,0.0,11.0,2.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,10.0,16.0,13.0,1.0,17.0,2.0,14.0,3.0,2.0,4.0,1.0,1.0,0.0,2.0,0.0,4.0,19.0,254.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,0.0,329.0,372
Greg Bates,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7
Sara Bareilles,0.0,0.0,0.0,2.0,2.0,3.0,7.0,2.0,37.0,5.0,3.0,4.0,245.0,7.0,0.0,9.0,16.0,4.0,0.0,1.0,2.0,7.0,3.0,2.0,1.0,0.0,9.0,0.0,3.0,1.0,3.0,6.0,6.0,0.0,0.0,0.0,8.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,4.0,15.0,8.0,2.0,2.0,6.0,13.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,9.0,9.0,228.0,5.0,2.0,2.0,1.0,8.0,5.0,1.0,1.0,191.0,261
Hozier,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,14.0,2.0,0.0,9.0,140.0,2.0,1.0,3.0,42.0,4.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,90.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,135.0,182
Annie Lennox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7
Duck Sauce,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,32
Justin Bieber,4.0,0.0,0.0,2.0,2.0,2.0,19.0,2.0,31.0,3.0,0.0,25.0,331.0,3.0,0.0,12.0,10.0,5.0,2.0,2.0,0.0,8.0,2.0,0.0,3.0,2.0,7.0,2.0,1.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,15.0,5.0,4.0,12.0,2.0,9.0,2.0,4.0,2.0,3.0,1.0,0.0,3.0,0.0,5.0,8.0,175.0,2.0,1.0,4.0,1.0,6.0,2.0,0.0,0.0,321.0,341
Jennifer Lopez,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,17.0,0.0,1.0,4.0,98.0,1.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,87.0,105
Thompson Square,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20
Lifehouse,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,24.0,3.0,2.0,7.0,169.0,3.0,0.0,7.0,13.0,4.0,0.0,2.0,1.0,7.0,0.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,7.0,3.0,6.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,7.0,3.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,141.0,2.0,1.0,0.0,0.0,5.0,3.0,1.0,2.0,114.0,182
Macklemore,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,10.0,5.0,0.0,6.0,80.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,56.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,39.0,89
Rob Thomas,0.0,0.0,0.0,1.0,0.0,3.0,11.0,0.0,13.0,1.0,0.0,4.0,104.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,7.0,2.0,3.0,4.0,1.0,16.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,93.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,103.0,108
Parmalee,0.0,0.0,0.0,16.0,6.0,5.0,0.0,0.0,23.0,6.0,4.0,2.0,422.0,1.0,4.0,29.0,39.0,9.0,0.0,5.0,1.0,16.0,14.0,10.0,7.0,5.0,3.0,0.0,9.0,1.0,12.0,8.0,15.0,3.0,0.0,0.0,75.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,28.0,3.0,2.0,3.0,11.0,0.0,0.0,4.0,0.0,8.0,5.0,0.0,0.0,30.0,15.0,459.0,1.0,7.0,0.0,0.0,1.0,18.0,1.0,7.0,380.0,461
Wisin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5
The Game,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,9.0,5.0,0.0,0.0,77.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,81
Karmin,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,20.0,2.0,0.0,2.0,117.0,3.0,0.0,4.0,8.0,2.0,0.0,1.0,0.0,8.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,6.0,1.0,2.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,119.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,55.0,125
Phoenix,0.0,0.0,0.0,0.0,0.0,4.0,18.0,3.0,21.0,5.0,0.0,10.0,164.0,2.0,0.0,3.0,90.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,7.0,1.0,0.0,3.0,4.0,5.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,5.0,110.0,1.0,4.0,4.0,0.0,7.0,2.0,0.0,0.0,0.0,254
Jonas Brothers,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,11.0,2.0,0.0,7.0,138.0,3.0,0.0,6.0,9.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,1.0,4.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,99.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,138.0,147
