artist,AB,ACT,AK,AL,AR,AZ,Australia,BC,CA,CO,CT,Canada,Concert,DC,DE,FL,Festival,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MB,MD,ME,MI,MN,MO,MS,MT,NB,NC,ND,NE,NH,NJ,NL,NM,NS,NSW,NT,NV,NY,OH,OK,ON,OR,PA,QC,QLD,RI,SA,SC,SD,SK,TAS,TN,TX,US,UT,VA,VIC,VT,WA,WI,WV,WY,headline,total
Mac Miller,6.0,0.0,0.0,1.0,0.0,7.0,11.0,5.0,35.0,12.0,6.0,29.0,384.0,5.0,1.0,18.0,45.0,10.0,0.0,4.0,1.0,7.0,8.0,1.0,1.0,5.0,17.0,4.0,5.0,1.0,8.0,3.0,7.0,0.0,0.0,0.0,12.0,0.0,1.0,2.0,4.0,1.0,3.0,1.0,3.0,0.0,6.0,20.0,14.0,1.0,9.0,6.0,29.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,19.0,314.0,3.0,6.0,3.0,0.0,6.0,8.0,0.0,1.0,312.0,429
Jason Michael Carroll,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,95.0,1.0,0.0,8.0,22.0,7.0,0.0,4.0,0.0,5.0,10.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,117.0,1.0,3.0,0.0,0.0,1.0,5.0,1.0,1.0,87.0,117
DJ Khaled,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,45.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,48
Scotty McCreery,0.0,0.0,0.0,11.0,2.0,3.0,0.0,0.0,16.0,1.0,5.0,4.0,312.0,4.0,5.0,17.0,17.0,8.0,0.0,0.0,2.0,8.0,6.0,3.0,7.0,5.0,14.0,0.0,4.0,2.0,6.0,7.0,14.0,0.0,0.0,0.0,25.0,2.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,10.0,4.0,3.0,4.0,16.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,23.0,11.0,325.0,6.0,9.0,0.0,2.0,5.0,10.0,3.0,0.0,215.0,329
Trinidad James,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,15.0,2.0,0.0,1.0,83.0,2.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,78.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,87
Birdman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
Miguel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Three Days Grace,5.0,0.0,1.0,10.0,7.0,5.0,0.0,7.0,12.0,7.0,2.0,45.0,336.0,3.0,3.0,12.0,88.0,6.0,0.0,5.0,3.0,15.0,13.0,3.0,6.0,7.0,7.0,7.0,6.0,4.0,19.0,8.0,14.0,1.0,4.0,1.0,8.0,2.0,7.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,5.0,14.0,17.0,7.0,20.0,1.0,13.0,4.0,0.0,6.0,0.0,0.0,5.0,1.0,0.0,13.0,31.0,363.0,5.0,3.0,0.0,1.0,9.0,17.0,3.0,2.0,296.0,424
Britt Nicole,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,6.0,0.0,2.0,116.0,1.0,1.0,13.0,20.0,9.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,2.0,7.0,6.0,2.0,3.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,7.0,134.0,1.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,26.0,136
Charice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,37.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,39
Ciara,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,11.0,0.0,0.0,1.0,48.0,2.0,0.0,2.0,14.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,39.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,41.0,62
The Lumineers,0.0,0.0,0.0,4.0,1.0,7.0,14.0,3.0,44.0,27.0,1.0,9.0,340.0,5.0,2.0,3.0,68.0,3.0,0.0,2.0,5.0,12.0,4.0,2.0,1.0,2.0,8.0,0.0,4.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,20.0,7.0,1.0,4.0,14.0,9.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,11.0,294.0,4.0,10.0,3.0,1.0,32.0,2.0,0.0,8.0,296.0,408
Ingrid Michaelson,0.0,0.0,0.0,3.0,0.0,3.0,10.0,2.0,28.0,9.0,6.0,12.0,309.0,7.0,5.0,12.0,19.0,5.0,0.0,6.0,2.0,10.0,6.0,2.0,3.0,1.0,19.0,0.0,3.0,4.0,10.0,7.0,6.0,0.0,0.0,0.0,8.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,29.0,11.0,0.0,5.0,5.0,13.0,5.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,15.0,289.0,5.0,6.0,3.0,2.0,6.0,10.0,0.0,0.0,223.0,328
Matt Nathanson,1.0,0.0,0.0,7.0,1.0,3.0,1.0,4.0,46.0,11.0,2.0,15.0,343.0,7.0,0.0,20.0,12.0,6.0,0.0,5.0,4.0,8.0,5.0,1.0,5.0,5.0,9.0,1.0,5.0,3.0,7.0,10.0,12.0,0.0,0.0,0.0,8.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0,24.0,11.0,3.0,8.0,5.0,17.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,5.0,18.0,331.0,5.0,5.0,1.0,2.0,8.0,6.0,0.0,1.0,205.0,355
Melanie Fiona,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,1.0,3.0,13.0,159.0,8.0,0.0,10.0,10.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,5.0,0.0,12.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,127.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,169
Nico & Vinz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,6.0,75.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,79
My Chemical Romance,2.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,17.0,2.0,0.0,9.0,136.0,2.0,0.0,5.0,28.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,2.0,8.0,3.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,86.0,2.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,94.0,164
Gorilla Zoe,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,56.0,0.0,0.0,5.0,4.0,6.0,0.0,4.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,60
Joe Budden,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,2.0,85.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,79.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,87
Jordin Sparks,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,1.0,1.0,0.0,75.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,76.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,62.0,76
Brett Eldredge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gwen Stefani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3
The Lonely Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
Passion Pit,5.0,0.0,0.0,2.0,0.0,3.0,21.0,3.0,42.0,8.0,0.0,24.0,312.0,7.0,1.0,16.0,95.0,6.0,1.0,2.0,0.0,16.0,2.0,0.0,0.0,5.0,15.0,0.0,4.0,6.0,6.0,6.0,6.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,10.0,25.0,11.0,3.0,10.0,9.0,12.0,6.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,9.0,21.0,310.0,6.0,15.0,7.0,0.0,11.0,6.0,0.0,0.0,299.0,407
Ariana Grande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Martina McBride,4.0,0.0,0.0,9.0,2.0,5.0,0.0,2.0,32.0,3.0,2.0,19.0,317.0,3.0,4.0,12.0,19.0,8.0,0.0,1.0,1.0,11.0,5.0,2.0,5.0,10.0,10.0,0.0,1.0,0.0,3.0,7.0,8.0,0.0,1.0,2.0,11.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,8.0,11.0,10.0,7.0,6.0,3.0,17.0,0.0,0.0,5.0,0.0,1.0,4.0,2.0,0.0,27.0,21.0,304.0,3.0,4.0,0.0,0.0,3.0,9.0,1.0,1.0,255.0,336
Jesse McCartney,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,1.0,2.0,63.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,63
Will Young,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,77.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,80
French Montana,4.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,20.0,3.0,4.0,10.0,173.0,5.0,0.0,14.0,6.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,9.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,4.0,30.0,5.0,0.0,3.0,1.0,12.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,155.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,106.0,179
Shiny Toy Guns,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,25.0,2.0,0.0,2.0,93.0,2.0,0.0,5.0,19.0,2.0,0.0,1.0,0.0,5.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,1.0,5.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,110.0,1.0,2.0,0.0,2.0,3.0,3.0,0.0,1.0,53.0,112
Madonna,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,1.0,0.0,7.0,101.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,39.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,97.0,101
Twista,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,12.0,9.0,0.0,2.0,139.0,0.0,0.0,5.0,4.0,4.0,1.0,2.0,1.0,26.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,8.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,133.0,3.0,1.0,0.0,0.0,12.0,4.0,0.0,1.0,113.0,143
Kid Ink,0.0,0.0,0.0,1.0,0.0,10.0,8.0,1.0,59.0,8.0,5.0,6.0,303.0,3.0,0.0,7.0,20.0,1.0,2.0,7.0,2.0,12.0,4.0,3.0,0.0,2.0,9.0,0.0,1.0,1.0,8.0,4.0,3.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,12.0,6.0,0.0,4.0,3.0,10.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,228.0,3.0,3.0,2.0,1.0,12.0,0.0,0.0,0.0,254.0,323
LMFAO,13.0,1.0,0.0,1.0,0.0,3.0,12.0,8.0,40.0,5.0,0.0,50.0,323.0,4.0,0.0,13.0,60.0,2.0,1.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,8.0,1.0,2.0,0.0,9.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,6.0,1.0,0.0,2.0,4.0,0.0,8.0,13.0,8.0,1.0,16.0,1.0,8.0,7.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0,2.0,10.0,200.0,1.0,3.0,2.0,0.0,10.0,5.0,0.0,0.0,220.0,383
Jaron and The Long Road to Love,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,62.0,3.0,0.0,5.0,3.0,4.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,65.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,47.0,65
Fall Out Boy,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,15.0,4.0,1.0,7.0,209.0,4.0,0.0,8.0,40.0,4.0,0.0,0.0,0.0,8.0,3.0,1.0,1.0,0.0,5.0,0.0,5.0,1.0,5.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,3.0,0.0,3.0,15.0,8.0,2.0,5.0,1.0,8.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,13.0,165.0,2.0,3.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,249
Ludacris,1.0,0.0,1.0,5.0,1.0,2.0,4.0,1.0,19.0,3.0,1.0,4.0,134.0,4.0,1.0,10.0,30.0,8.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,4.0,5.0,0.0,3.0,1.0,6.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,143.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,90.0,164
Sia,0.0,0.0,0.0,1.0,0.0,1.0,8.0,2.0,10.0,2.0,0.0,6.0,64.0,2.0,0.0,2.0,16.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,59.0,80
Mr. Probz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5
Shania Twain,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,153.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,119.0,2.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,145.0,153
k.d. lang,5.0,1.0,3.0,1.0,0.0,2.0,13.0,7.0,26.0,6.0,2.0,35.0,158.0,2.0,1.0,5.0,14.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,10.0,1.0,0.0,13.0,5.0,2.0,4.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,5.0,117.0,2.0,2.0,3.0,1.0,5.0,2.0,0.0,1.0,150.0,172
Dierks Bentley,7.0,2.0,1.0,9.0,3.0,12.0,6.0,6.0,27.0,8.0,5.0,26.0,408.0,6.0,3.0,13.0,60.0,8.0,0.0,6.0,3.0,15.0,12.0,2.0,2.0,7.0,5.0,3.0,9.0,5.0,14.0,8.0,13.0,1.0,2.0,0.0,18.0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,7.0,26.0,16.0,7.0,8.0,5.0,17.0,0.0,2.0,4.0,0.0,3.0,4.0,2.0,0.0,41.0,28.0,434.0,1.0,13.0,1.0,2.0,9.0,16.0,3.0,3.0,309.0,468
Wale,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,36.0,5.0,4.0,9.0,322.0,16.0,3.0,29.0,23.0,11.0,0.0,2.0,0.0,7.0,3.0,1.0,2.0,6.0,10.0,0.0,8.0,2.0,7.0,3.0,3.0,1.0,0.0,0.0,19.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,14.0,20.0,11.0,1.0,7.0,3.0,20.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,22.0,321.0,2.0,13.0,0.0,0.0,5.0,5.0,0.0,1.0,215.0,345
Wale,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,36.0,5.0,4.0,9.0,322.0,16.0,3.0,29.0,23.0,11.0,0.0,2.0,0.0,7.0,3.0,1.0,2.0,6.0,10.0,0.0,8.0,2.0,7.0,3.0,3.0,1.0,0.0,0.0,19.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,14.0,20.0,11.0,1.0,7.0,3.0,20.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,22.0,321.0,2.0,13.0,0.0,0.0,5.0,5.0,0.0,1.0,215.0,345
American Authors,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,22.0,7.0,2.0,7.0,216.0,5.0,1.0,8.0,20.0,3.0,0.0,0.0,2.0,8.0,4.0,0.0,2.0,1.0,7.0,0.0,3.0,0.0,5.0,5.0,9.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,21.0,12.0,3.0,4.0,2.0,9.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,18.0,205.0,3.0,8.0,1.0,0.0,6.0,2.0,0.0,0.0,95.0,236
