artist,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York_x,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington_x,West Virginia,Wisconsin,Wyoming,Abilene-Sweetwater TX,Albany GA,Albany-Schenectady-Troy NY,Albuquerque-Santa Fe NM,Alexandria LA,Alpena MI,Amarillo TX,Anchorage AK,Atlanta GA,Augusta GA,Austin TX,Bakersfield CA,Baltimore MD,Bangor ME,Baton Rouge LA,Beaumont-Port Arthur TX,Bend OR,Billings MT,Biloxi-Gulfport MS,Binghamton NY,Birmingham AL,Bluefield-Beckley-Oak Hill WV,Boise ID,Boston MA-Manchester NH,Bowling Green KY,Buffalo NY,Burlington VT-Plattsburgh NY,Butte-Bozeman MT,Casper-Riverton WY,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,Champaign & Springfield-Decatur IL,Charleston SC,Charleston-Huntington WV,Charlotte NC,Charlottesville VA,Chattanooga TN,Cheyenne WY-Scottsbluff NE,Chicago IL,Chico-Redding CA,Cincinnati OH,Clarksburg-Weston WV,Cleveland-Akron (Canton) OH,Colorado Springs-Pueblo CO,Columbia SC,Columbia-Jefferson City MO,Columbus GA,Columbus OH,Columbus-Tupelo-West Point MS,Corpus Christi TX,Dallas-Ft. Worth TX,Davenport IA-Rock Island-Moline IL,Dayton OH,Denver CO,Des Moines-Ames IA,Detroit MI,Dothan AL,Duluth MN-Superior WI,El Paso TX,Elmira NY,Erie PA,Eugene OR,Eureka CA,Evansville IN,Fairbanks AK,Fargo-Valley City ND,Flint-Saginaw-Bay City MI,Florence-Myrtle Beach SC,Fresno-Visalia CA,Ft. Myers-Naples FL,Ft. Smith-Fayetteville-Springdale-Rogers AR,Ft. Wayne IN,Gainesville FL,Glendive MT,Grand Junction-Montrose CO,Grand Rapids-Kalamazoo-Battle Creek MI,Great Falls MT,Green Bay-Appleton WI,Greensboro-High Point-Winston Salem NC,Greenville-New Bern-Washington NC,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Greenwood-Greenville MS,Harlingen-Weslaco-Brownsville-McAllen TX,Harrisburg-Lancaster-Lebanon-York PA,Harrisonburg VA,Hartford & New Haven CT,Hattiesburg-Laurel MS,Helena MT,Honolulu HI,Houston TX,Huntsville-Decatur (Florence) AL,Idaho Falls-Pocatello ID,Indianapolis IN,Jackson MS,Jackson TN,Jacksonville FL,Johnstown-Altoona PA,Jonesboro AR,Joplin MO-Pittsburg KS,Juneau AK,Kansas City MO,Knoxville TN,La Crosse-Eau Claire WI,Lafayette IN,Lafayette LA,Lake Charles LA,Lansing MI,Laredo TX,Las Vegas NV,Lexington KY,Lima OH,Lincoln & Hastings-Kearney NE,Little Rock-Pine Bluff AR,Los Angeles CA,Louisville KY,Lubbock TX,Macon GA,Madison WI,Mankato MN,Marquette MI,Medford-Klamath Falls OR,Memphis TN,Meridian MS,Miami-Ft. Lauderdale FL,Milwaukee WI,Minneapolis-St. Paul MN,Minot-Bismarck-Dickinson(Williston) ND,Missoula MT,Mobile AL-Pensacola (Ft. Walton Beach) FL,Monroe LA-El Dorado AR,Monterey-Salinas CA,Montgomery (Selma) AL,Nashville TN,New Orleans LA,New York NY,Norfolk-Portsmouth-Newport News VA,North Platte NE,Odessa-Midland TX,Oklahoma City OK,Omaha NE,Orlando-Daytona Beach-Melbourne FL,Ottumwa IA-Kirksville MO,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,Palm Springs CA,Panama City FL,Parkersburg WV,Peoria-Bloomington IL,Philadelphia PA,Phoenix AZ,Pittsburgh PA,Portland OR,Portland-Auburn ME,Presque Isle ME,Providence RI-New Bedford MA,Quincy IL-Hannibal MO-Keokuk IA,Raleigh-Durham (Fayetteville) NC,Rapid City SD,Reno NV,Richmond-Petersburg VA,Roanoke-Lynchburg VA,Rochester MN-Mason City IA-Austin MN,Rochester NY,Rockford IL,Sacramento-Stockton-Modesto CA,Salisbury MD,Salt Lake City UT,San Angelo TX,San Antonio TX,San Diego CA,San Francisco-Oakland-San Jose CA,Santa Barbara-Santa Maria-San Luis Obispo CA,Savannah GA,Seattle-Tacoma WA,Sherman TX-Ada OK,Shreveport LA,Sioux City IA,Sioux Falls(Mitchell) SD,South Bend-Elkhart IN,Spokane WA,Springfield MO,Springfield-Holyoke MA,St. Joseph MO,St. Louis MO,Syracuse NY,Tallahassee FL-Thomasville GA,Tampa-St. Petersburg (Sarasota) FL,Terre Haute IN,Toledo OH,Topeka KS,Traverse City-Cadillac MI,Tri-Cities TN-VA,Tucson (Sierra Vista) AZ,Tulsa OK,Twin Falls ID,Tyler-Longview(Lufkin & Nacogdoches) TX,Utica NY,Victoria TX,Waco-Temple-Bryan TX,Washington DC (Hagerstown MD),Watertown NY,Wausau-Rhinelander WI,West Palm Beach-Ft. Pierce FL,Wheeling WV-Steubenville OH,Wichita Falls TX & Lawton OK,Wichita-Hutchinson KS,Wilkes Barre-Scranton PA,Wilmington NC,Yakima-Pasco-Richland-Kennewick WA,Youngstown OH,Yuma AZ-El Centro CA,Zanesville OH,Akron,Albany,Albuquerque,Ashburn,Atlanta,Auburn,Augusta,Austin,Bakersfield,Baltimore,Baton Rouge,Birmingham,Boise,Boston,Bridgeport,Brockton,Buffalo,Burlington,Cambridge,Charlotte,Chattanooga,Chicago,Chula Vista,Cincinnati,Cleveland,College Station,Colorado Springs,Columbia,Columbus,Compton,Concord,Conway,Corpus Christi,Dallas,Dalton,Dearing,Delray Beach,Denver,Detroit,Durham,El Paso,Elizabeth,Elmhurst,Fayetteville,Fort Worth,Fresno,Greensboro,Hartford,Herndon,Hialeah,Hicksville,Homestead,Honolulu,Houston,Huntsville,Indianapolis,Irvine,Jackson,Jackson,Jacksonville,Jersey City,Kansas City,Knoxville,Lancaster,Las Vegas,Leeds,Lexington,Lincoln,Little Rock,Littleton,London,Long Beach,Los Angeles,Louisville,Lubbock,Macon,Madison,McAllen,Memphis,Miami,Milpitas,Milwaukee,Minneapolis,Mobile,Modesto,Montgomery,Moreno Valley,Nashville,New Orleans,New York_y,Newark,Norfolk,Oakland,Oklahoma City,Omaha,Orlando,Paterson,Peachtree City,Pembroke Pines,Philadelphia,Phoenix,Pittsburgh,Pleasanton,Plymouth Meeting,Portland,Providence,Raleigh,Reston,Richardson,Richmond,Riverside,Rochester,Rocky Mount,Sacramento,Saint Paul,Salt Lake City,San Antonio,San Bernardino,San Diego,San Francisco,San Jose,Santa Ana,Santa Clara,Savannah,Seattle,Sheridan,Spokane,St. Louis,State College,Sterling,Stockbridge,Stockton,Syracuse,Tallahassee,Tampa,Tempe,Toledo,Tucson,Tulsa,Victorville,Virginia Beach,Washington_y,Yonkers
MKTO,40,0,54,39,37,48,56,0,18,39,43,71,77,53,68,89,66,44,30,75,49,59,66,74,29,58,67,72,47,73,53,46,51,53,78,57,44,44,61,63,48,100,50,36,87,73,32,44,57,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,66.0,71.0,,,,,,,,,,,,,,,,,,79.0,,100.0,,,,,,,,,,,,,,,,,,,,,,
Tinashe,56,0,78,46,83,58,66,84,44,67,66,100,45,42,40,52,49,48,70,50,77,78,58,42,58,47,0,50,73,52,73,71,94,67,0,49,50,40,65,96,67,0,46,52,49,0,39,52,0,55,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,89,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,100.0,58.0,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,61.0,35.0,,,,,,,,,,,,,,,,40.0,,54.0,36.0,65.0,,,,31.0,,,,,,,,,,,,,50.0,,,,37.0,
Sean Kingston,48,57,57,49,55,63,75,50,77,66,57,83,52,54,56,60,60,58,54,71,49,77,68,64,50,69,55,61,55,69,66,55,74,59,73,65,50,41,75,72,55,100,49,52,57,73,68,50,53,71,70,0,0,69,49,0,0,0,0,49,0,32,0,48,0,0,0,0,0,0,0,43,0,0,75,0,53,71,0,0,0,0,0,0,54,0,0,0,49,0,55,0,59,52,0,0,0,51,0,0,53,0,55,54,57,71,0,0,0,0,0,0,0,0,0,0,59,0,49,0,0,0,0,0,0,64,0,71,46,0,48,0,40,51,0,73,0,0,79,38,0,0,47,58,0,44,68,0,0,0,59,0,0,0,0,0,0,0,44,52,0,0,47,50,64,0,0,68,0,0,0,0,0,56,56,57,0,0,0,0,0,0,38,55,69,47,0,0,52,53,57,0,0,0,0,0,0,72,50,66,39,64,0,63,0,55,0,0,46,0,0,74,0,50,0,48,0,49,44,47,0,0,46,0,0,0,100,0,54,0,75,0,56,64,0,61,0,64,0,0,0,52,0,0,0,0,0,44,64,0,0,58,0,0,56,70,0,0,0,0,0,,87.0,,,62.0,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,68.0,,,59.0,,,,,,,,73.0,,,,,72.0,,,,62.0,,,,,,,,94.0,79.0,,,,,,,,,,,,,,,,,,,73.0,,,,,,,71.0,,,,,,,60.0,
Keith Urban,57,31,38,56,21,47,36,35,26,37,47,20,63,43,69,82,64,83,46,75,34,41,62,64,51,65,67,77,27,57,25,46,27,54,100,63,59,33,52,35,60,92,70,45,48,56,33,36,89,70,67,0,0,48,42,0,0,0,0,41,0,27,0,37,0,0,0,0,0,0,0,54,0,0,44,0,61,58,0,0,73,60,0,88,47,0,76,0,37,0,54,0,59,57,0,0,0,54,0,0,34,0,65,44,79,50,0,0,0,0,0,0,0,0,0,0,79,0,40,0,0,0,0,0,0,72,0,72,57,0,57,0,0,56,0,36,0,0,0,35,0,0,56,0,0,46,83,0,0,0,59,67,95,0,0,0,0,0,0,90,0,84,53,19,70,0,0,66,0,0,0,0,0,18,49,61,0,0,56,0,0,0,73,37,18,41,0,0,50,62,33,0,98,0,0,0,0,35,38,57,31,71,0,36,0,40,0,0,44,70,0,50,0,31,0,49,0,49,23,12,0,0,30,0,0,0,100,0,60,70,0,0,57,57,0,45,0,74,0,0,0,0,45,0,0,0,0,47,25,0,0,30,0,0,67,56,0,0,0,0,0,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,55.0,,,,57.0,,,,,,,,,,,,,,,,52.0,,72.0,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,71.0,,,,,100.0,,,,,,68.0,,,,,,,53.0,,,,,,,,52.0,,,,,,,,75.0,,,,,,,,,,,83.0,,,,,,,54.0,,,,,,,,
Juliet Simms,0,0,87,0,82,88,83,0,0,88,68,0,0,88,81,0,0,99,0,0,78,100,90,86,0,80,0,0,0,0,90,0,85,75,0,83,0,0,99,0,0,0,79,83,0,0,49,78,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed Sheeran,65,53,83,68,69,74,79,80,31,73,60,82,95,70,84,100,75,75,60,96,74,89,84,91,48,68,90,81,71,86,81,72,79,73,82,80,68,69,90,89,75,78,70,66,93,77,46,73,73,90,81,0,0,76,72,0,0,0,0,58,0,63,0,75,0,0,0,0,0,0,0,65,0,81,84,0,80,81,0,0,88,90,81,61,67,0,90,0,66,0,87,0,76,86,57,0,0,65,0,0,50,98,70,78,90,79,0,0,56,0,0,91,0,0,0,0,75,0,58,71,0,84,0,0,0,86,0,86,71,80,72,0,71,82,0,78,0,0,78,62,69,0,81,0,0,53,75,0,0,0,59,88,100,0,0,0,0,0,67,81,0,86,55,68,53,0,0,89,0,0,0,45,0,59,92,83,0,0,75,0,0,0,71,62,82,63,0,0,60,81,67,0,95,0,0,0,96,76,78,78,64,90,0,95,0,65,0,69,70,86,0,79,0,73,0,92,0,58,76,42,69,73,66,0,0,0,82,66,66,88,69,0,62,77,0,67,0,84,0,0,0,71,87,0,0,0,0,77,42,0,0,57,0,0,82,77,0,0,0,0,0,,,,,,,,,,,,,,83.0,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,73.0,78.0,,,,,,,,,,,,,,,,75.0,,86.0,56.0,100.0,,,,62.0,,,,,,,,,,,,,,,,,,
Akon,49,69,63,57,78,69,64,48,72,68,56,65,64,61,61,70,64,65,51,79,49,72,73,66,53,67,72,69,59,68,66,66,74,56,81,67,54,53,68,71,52,100,48,62,61,64,90,60,62,71,79,58,63,62,64,0,0,61,64,50,42,41,56,46,70,45,0,0,0,0,75,50,0,66,73,0,62,64,0,0,61,57,45,69,56,51,52,0,61,58,50,0,56,62,53,52,0,62,0,67,63,56,55,60,70,67,0,72,64,0,74,53,0,49,0,86,66,49,66,53,60,67,49,0,0,66,0,81,51,49,49,0,48,52,0,65,0,0,62,48,44,0,56,67,0,51,71,0,0,0,67,44,72,0,49,0,59,0,53,61,0,58,50,63,64,51,47,59,0,0,69,38,0,68,58,60,78,0,42,0,48,51,46,47,72,35,0,0,54,54,64,0,55,66,0,0,46,60,61,57,45,80,0,70,0,54,94,70,36,54,75,67,0,61,0,61,0,51,52,84,43,60,54,0,48,95,100,55,60,60,59,0,58,79,53,62,0,63,53,72,62,65,39,0,55,0,0,42,82,0,80,62,0,0,63,81,61,62,55,0,0,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,73.0,,,,,,,,,,,,,,,,59.0,,,,,,,70.0,100.0,,,,,,,,,,68.0,,,,,65.0,,,,,,,72.0,,,,,72.0,78.0,,,,,,,57.0,,,,,,,,,,,,59.0,,96.0,,,,,66.0,,,,,,,,
WALK THE MOON,41,0,56,41,61,79,53,84,41,46,43,50,77,65,72,84,57,74,35,67,62,75,65,77,32,63,69,70,46,67,60,60,55,53,0,100,50,52,83,96,45,66,48,46,88,73,40,62,49,97,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,100,0,54,0,0,0,0,75,0,0,31,0,0,56,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,24.0,,,,,,24.0,,,,,,,,,,57.0,,,,,38.0,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,23.0,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,22.0,21.0,,,100.0,23.0,,,,,,,,,,,,,,23.0,,29.0,,,,,,,,,,,,,,,,,,,,,19.0,
Missy Elliott,81,0,59,66,56,51,62,100,78,73,88,57,0,66,58,54,53,64,83,53,84,66,65,54,82,60,0,45,55,45,64,68,79,90,0,69,53,42,77,76,94,0,65,68,42,0,60,54,59,56,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,,,,,85.0,,,,,96.0,,,,71.0,,,,,,77.0,,75.0,,,,,,,81.0,,,,,66.0,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,74.0,63.0,,,,,,,,,,,,,,,,93.0,,,,,,,,,,100.0,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,83.0,
Prince Royce,16,0,56,33,56,43,71,39,45,88,40,10,31,75,33,28,31,17,19,6,45,64,19,28,15,14,0,35,66,19,99,54,100,49,0,15,27,29,36,89,25,10,20,98,41,13,32,25,9,34,23,0,0,0,26,0,0,0,0,25,0,27,49,12,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,28,0,0,0,51,0,0,0,8,0,0,0,0,0,0,0,39,0,0,22,0,8,0,0,74,0,0,0,0,0,0,0,0,0,37,56,0,0,0,0,0,20,0,0,25,0,18,0,100,22,0,35,0,0,0,69,0,0,17,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,36,0,0,0,0,35,0,0,0,0,0,0,0,0,0,65,27,16,0,0,0,0,0,0,13,0,69,0,0,0,0,25,40,0,0,0,0,0,0,33,30,0,17,0,0,46,0,28,0,0,0,0,0,0,0,23,0,23,0,39,37,16,0,0,13,0,0,0,0,0,0,0,33,0,0,0,0,37,0,0,0,0,0,28,0,0,0,0,0,28,24,0,0,46,0,0,0,18,0,0,0,0,0,,,,,,,,,,,,,,16.0,,,,,,,,22.0,,,,,,,,,,,,20.0,,,,,,,32.0,,,,,,,,,59.0,,,,37.0,,,,,,,,,,,18.0,,,,,,,,16.0,,,,,51.0,,23.0,,,,,,,,,,33.0,24.0,,,,,,100.0,,,,,,,,,30.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Owl City,52,62,60,61,53,69,58,52,56,56,55,61,90,58,70,74,76,62,46,69,49,57,75,80,48,82,66,77,59,66,56,52,51,56,82,73,67,54,66,51,55,94,58,60,100,59,54,68,52,81,77,0,0,60,59,0,0,0,0,54,0,48,0,48,0,0,0,0,0,0,0,47,0,70,54,0,62,53,0,0,63,60,0,60,56,0,62,0,58,0,58,0,64,75,49,0,0,63,0,0,65,0,73,59,61,66,0,0,0,0,0,75,0,0,0,87,82,0,51,0,0,84,0,0,0,84,0,85,48,0,59,0,37,63,0,56,0,0,55,53,61,0,62,55,0,46,60,0,0,0,87,51,100,0,0,0,69,0,58,50,0,0,60,55,58,0,0,76,0,0,0,45,0,44,69,73,0,0,45,0,0,0,57,42,47,55,0,0,71,72,53,0,0,0,0,0,0,60,57,63,49,75,0,50,0,51,0,67,47,65,0,63,0,58,0,90,0,56,52,39,52,0,65,0,0,0,98,78,68,79,48,0,76,60,0,56,0,59,0,0,0,60,54,0,0,0,0,57,50,0,0,52,0,0,70,68,0,0,0,0,0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,65.0,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,66.0,,63.0,,,,,60.0,,65.0,,,,,70.0,82.0,,,,,,,100.0,,,,,,,,,66.0,,,88.0,,,,,,,,,,,,,,,
Kiesza,0,0,59,0,67,53,52,0,0,76,34,0,0,63,46,0,0,0,0,0,58,68,42,44,0,33,0,0,68,0,97,0,100,45,0,38,0,57,63,0,0,0,0,44,0,0,30,56,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,57.0,38.0,,,,,,,,,,,,,,,,,,,,,,,
The Band Perry,67,36,47,69,28,53,36,42,20,41,50,25,77,46,79,82,70,94,49,70,37,41,67,63,56,71,83,74,36,53,29,55,30,61,82,71,72,44,56,38,67,96,73,48,62,57,32,45,100,72,77,0,0,44,42,0,0,0,0,38,0,31,0,31,0,0,0,0,0,0,0,51,0,68,35,0,57,57,0,0,63,69,0,100,52,0,71,0,32,0,68,0,56,48,0,0,0,57,0,0,33,82,74,45,58,42,0,0,0,0,0,0,0,0,0,0,65,0,42,0,0,0,0,0,0,66,0,65,54,0,58,0,0,54,0,31,0,0,0,37,70,0,59,0,0,44,79,0,0,0,56,61,70,0,0,0,0,0,33,96,0,0,57,23,71,0,0,51,0,0,0,39,0,22,49,52,0,0,60,0,0,0,62,39,20,41,0,0,57,53,31,0,0,0,0,0,0,31,41,48,34,57,0,38,0,45,0,0,45,60,0,37,0,40,0,54,0,42,27,15,0,0,32,0,0,0,79,0,63,78,0,0,52,49,0,43,0,69,0,0,0,0,63,0,0,0,0,0,20,0,0,31,0,0,88,60,0,0,0,0,0,,,,,49.0,,,,,,,,,,,,,,,,,42.0,,,,,,,97.0,,,,,64.0,,,,86.0,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,32.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,72.0,,,,,,,,,,,,80.0,,44.0,39.0,,,,,50.0,,,85.0,,,,,,,,,,,,,,,
Christina Aguilera,78,75,92,81,96,83,91,82,76,100,83,88,85,82,87,90,82,87,87,90,80,93,92,81,81,89,82,84,87,86,91,95,99,83,90,91,87,69,97,96,83,87,82,96,84,72,79,82,92,85,82,0,0,83,93,0,0,0,0,77,0,74,83,70,0,68,0,0,0,0,0,71,0,62,87,0,76,74,0,0,77,68,66,84,80,0,76,0,74,0,75,0,82,86,69,0,0,67,0,98,76,79,95,76,75,80,0,0,85,0,0,62,0,0,0,80,80,76,81,74,75,78,77,0,0,73,0,74,71,78,81,0,79,82,0,79,0,0,86,84,77,0,74,67,0,74,70,0,0,0,87,75,71,0,83,0,77,0,86,78,0,66,61,100,82,0,78,65,0,0,0,62,0,88,72,79,0,0,77,0,74,0,69,75,90,65,0,0,71,77,84,0,80,91,0,0,76,85,87,76,63,91,0,72,0,75,0,65,69,70,0,65,0,84,0,72,0,85,75,70,78,75,77,0,88,0,85,71,72,87,78,0,74,81,69,90,0,74,0,0,70,74,67,0,85,0,0,81,72,0,0,80,0,0,75,87,0,0,96,0,0,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,77.0,,,,,,,,,77.0,,,,,,,,,,,,,,,,84.0,,,79.0,,,,,,,,92.0,,,,,,,,100.0,,,,,,,98.0,,,,,,,,,,98.0,,,,,,87.0,,,,87.0,91.0,,,,,,,,,,,,,,,,93.0,,82.0,,,,,,,,,,,,,,,,84.0,,,,,,,,
