artist,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York_x,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington_x,West Virginia,Wisconsin,Wyoming,Abilene-Sweetwater TX,Albany GA,Albany-Schenectady-Troy NY,Albuquerque-Santa Fe NM,Alexandria LA,Alpena MI,Amarillo TX,Anchorage AK,Atlanta GA,Augusta GA,Austin TX,Bakersfield CA,Baltimore MD,Bangor ME,Baton Rouge LA,Beaumont-Port Arthur TX,Bend OR,Billings MT,Biloxi-Gulfport MS,Binghamton NY,Birmingham AL,Bluefield-Beckley-Oak Hill WV,Boise ID,Boston MA-Manchester NH,Bowling Green KY,Buffalo NY,Burlington VT-Plattsburgh NY,Butte-Bozeman MT,Casper-Riverton WY,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,Champaign & Springfield-Decatur IL,Charleston SC,Charleston-Huntington WV,Charlotte NC,Charlottesville VA,Chattanooga TN,Cheyenne WY-Scottsbluff NE,Chicago IL,Chico-Redding CA,Cincinnati OH,Clarksburg-Weston WV,Cleveland-Akron (Canton) OH,Colorado Springs-Pueblo CO,Columbia SC,Columbia-Jefferson City MO,Columbus GA,Columbus OH,Columbus-Tupelo-West Point MS,Corpus Christi TX,Dallas-Ft. Worth TX,Davenport IA-Rock Island-Moline IL,Dayton OH,Denver CO,Des Moines-Ames IA,Detroit MI,Dothan AL,Duluth MN-Superior WI,El Paso TX,Elmira NY,Erie PA,Eugene OR,Eureka CA,Evansville IN,Fairbanks AK,Fargo-Valley City ND,Flint-Saginaw-Bay City MI,Florence-Myrtle Beach SC,Fresno-Visalia CA,Ft. Myers-Naples FL,Ft. Smith-Fayetteville-Springdale-Rogers AR,Ft. Wayne IN,Gainesville FL,Glendive MT,Grand Junction-Montrose CO,Grand Rapids-Kalamazoo-Battle Creek MI,Great Falls MT,Green Bay-Appleton WI,Greensboro-High Point-Winston Salem NC,Greenville-New Bern-Washington NC,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Greenwood-Greenville MS,Harlingen-Weslaco-Brownsville-McAllen TX,Harrisburg-Lancaster-Lebanon-York PA,Harrisonburg VA,Hartford & New Haven CT,Hattiesburg-Laurel MS,Helena MT,Honolulu HI,Houston TX,Huntsville-Decatur (Florence) AL,Idaho Falls-Pocatello ID,Indianapolis IN,Jackson MS,Jackson TN,Jacksonville FL,Johnstown-Altoona PA,Jonesboro AR,Joplin MO-Pittsburg KS,Juneau AK,Kansas City MO,Knoxville TN,La Crosse-Eau Claire WI,Lafayette IN,Lafayette LA,Lake Charles LA,Lansing MI,Laredo TX,Las Vegas NV,Lexington KY,Lima OH,Lincoln & Hastings-Kearney NE,Little Rock-Pine Bluff AR,Los Angeles CA,Louisville KY,Lubbock TX,Macon GA,Madison WI,Mankato MN,Marquette MI,Medford-Klamath Falls OR,Memphis TN,Meridian MS,Miami-Ft. Lauderdale FL,Milwaukee WI,Minneapolis-St. Paul MN,Minot-Bismarck-Dickinson(Williston) ND,Missoula MT,Mobile AL-Pensacola (Ft. Walton Beach) FL,Monroe LA-El Dorado AR,Monterey-Salinas CA,Montgomery (Selma) AL,Nashville TN,New Orleans LA,New York NY,Norfolk-Portsmouth-Newport News VA,North Platte NE,Odessa-Midland TX,Oklahoma City OK,Omaha NE,Orlando-Daytona Beach-Melbourne FL,Ottumwa IA-Kirksville MO,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,Palm Springs CA,Panama City FL,Parkersburg WV,Peoria-Bloomington IL,Philadelphia PA,Phoenix AZ,Pittsburgh PA,Portland OR,Portland-Auburn ME,Presque Isle ME,Providence RI-New Bedford MA,Quincy IL-Hannibal MO-Keokuk IA,Raleigh-Durham (Fayetteville) NC,Rapid City SD,Reno NV,Richmond-Petersburg VA,Roanoke-Lynchburg VA,Rochester MN-Mason City IA-Austin MN,Rochester NY,Rockford IL,Sacramento-Stockton-Modesto CA,Salisbury MD,Salt Lake City UT,San Angelo TX,San Antonio TX,San Diego CA,San Francisco-Oakland-San Jose CA,Santa Barbara-Santa Maria-San Luis Obispo CA,Savannah GA,Seattle-Tacoma WA,Sherman TX-Ada OK,Shreveport LA,Sioux City IA,Sioux Falls(Mitchell) SD,South Bend-Elkhart IN,Spokane WA,Springfield MO,Springfield-Holyoke MA,St. Joseph MO,St. Louis MO,Syracuse NY,Tallahassee FL-Thomasville GA,Tampa-St. Petersburg (Sarasota) FL,Terre Haute IN,Toledo OH,Topeka KS,Traverse City-Cadillac MI,Tri-Cities TN-VA,Tucson (Sierra Vista) AZ,Tulsa OK,Twin Falls ID,Tyler-Longview(Lufkin & Nacogdoches) TX,Utica NY,Victoria TX,Waco-Temple-Bryan TX,Washington DC (Hagerstown MD),Watertown NY,Wausau-Rhinelander WI,West Palm Beach-Ft. Pierce FL,Wheeling WV-Steubenville OH,Wichita Falls TX & Lawton OK,Wichita-Hutchinson KS,Wilkes Barre-Scranton PA,Wilmington NC,Yakima-Pasco-Richland-Kennewick WA,Youngstown OH,Yuma AZ-El Centro CA,Zanesville OH,Akron,Albany,Albuquerque,Ashburn,Atlanta,Auburn,Augusta,Austin,Bakersfield,Baltimore,Baton Rouge,Birmingham,Boise,Boston,Bridgeport,Brockton,Buffalo,Burlington,Cambridge,Charlotte,Chattanooga,Chicago,Chula Vista,Cincinnati,Cleveland,College Station,Colorado Springs,Columbia,Columbus,Compton,Concord,Conway,Corpus Christi,Dallas,Dalton,Dearing,Delray Beach,Denver,Detroit,Durham,El Paso,Elizabeth,Elmhurst,Fayetteville,Fort Worth,Fresno,Greensboro,Hartford,Herndon,Hialeah,Hicksville,Homestead,Honolulu,Houston,Huntsville,Indianapolis,Irvine,Jackson,Jackson,Jacksonville,Jersey City,Kansas City,Knoxville,Lancaster,Las Vegas,Leeds,Lexington,Lincoln,Little Rock,Littleton,London,Long Beach,Los Angeles,Louisville,Lubbock,Macon,Madison,McAllen,Memphis,Miami,Milpitas,Milwaukee,Minneapolis,Mobile,Modesto,Montgomery,Moreno Valley,Nashville,New Orleans,New York_y,Newark,Norfolk,Oakland,Oklahoma City,Omaha,Orlando,Paterson,Peachtree City,Pembroke Pines,Philadelphia,Phoenix,Pittsburgh,Pleasanton,Plymouth Meeting,Portland,Providence,Raleigh,Reston,Richardson,Richmond,Riverside,Rochester,Rocky Mount,Sacramento,Saint Paul,Salt Lake City,San Antonio,San Bernardino,San Diego,San Francisco,San Jose,Santa Ana,Santa Clara,Savannah,Seattle,Sheridan,Spokane,St. Louis,State College,Sterling,Stockbridge,Stockton,Syracuse,Tallahassee,Tampa,Tempe,Toledo,Tucson,Tulsa,Victorville,Virginia Beach,Washington_y,Yonkers
Sammy Adams,11,0,18,0,13,23,59,0,0,12,11,0,28,30,34,47,28,16,0,61,23,73,30,52,0,29,0,33,0,100,32,0,33,20,0,25,0,14,42,52,18,46,10,9,18,59,15,15,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,100.0,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,62.0,,,,,,,39.0,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,38.0,
Damien,50,64,52,52,58,66,64,51,57,57,59,100,68,56,59,52,54,64,57,81,54,73,60,68,48,60,60,51,48,71,55,58,66,58,62,60,62,63,64,70,59,53,63,54,78,72,56,62,54,60,63,0,0,0,0,0,0,0,0,71,0,88,0,64,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,56,0,0,73,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,100,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,52,0,69,0,0,0,0,0,0,0,0,64,0,0,0,0,0,52,0,0,0,0,0,0,68,51,0,67,0,0,0,0,62,0,0,0,0,0,0,0,49,0,77,0,0,64,52,0,0,73,0,0,0,0,0,0,0,0,0,56,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,,,,,74.0,,,74.0,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,67.0,,,86.0,,,,,,,79.0,,,,,,67.0,,,,73.0,,,,,78.0,,,,,,,,,,,,,,,76.0,,,,,84.0,,,67.0,,,,,,,,,,,,,,,
Rita Ora,72,0,79,62,67,67,90,79,44,81,69,78,73,65,73,100,73,74,74,67,91,91,81,86,61,61,77,89,79,76,87,77,99,81,79,80,64,59,89,97,74,99,71,63,61,65,45,57,88,91,0,0,0,0,0,0,0,0,0,58,0,0,0,82,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,72,0,0,0,61,0,0,0,74,0,0,0,0,0,0,0,49,0,0,72,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,77,0,89,0,0,0,0,0,0,0,0,99,0,0,0,0,0,72,0,0,0,0,0,0,85,70,0,55,0,0,0,0,77,0,0,0,0,0,0,0,68,0,0,0,89,72,38,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,57.0,,,,,,63.0,,41.0,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,55.0,,,,,,,,53.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,69.0,52.0,,,,,,,,,,,,,,,,57.0,,58.0,39.0,63.0,,,,,,,,,,,,,,,,,,,,,44.0,
Matisyahu,20,35,38,19,37,50,38,32,31,36,23,100,44,27,26,29,32,20,20,46,31,45,28,32,16,34,56,37,31,57,32,36,38,31,32,29,23,36,37,44,32,35,21,24,61,75,34,33,25,47,44,0,0,0,0,0,0,0,0,20,0,0,0,33,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,36,0,0,0,0,0,0,0,23,0,0,52,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,23,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,58,38,0,0,0,0,0,0,0,0,38,0,0,0,0,0,37,0,0,0,0,0,0,35,38,0,34,0,0,0,0,31,0,0,0,0,0,0,0,32,0,62,0,0,59,32,0,0,31,0,0,0,0,0,0,0,0,0,35,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,48.0,,52.0,,,,,,,,42.0,,,,,,38.0,,,,,38.0,,,,44.0,,,,,,,,,,,71.0,,,62.0,38.0,,,,,,,,40.0,,,,,,,37.0,,,,,,,,
Lupe Fiasco,60,48,76,51,80,76,84,78,75,74,73,68,62,100,76,79,61,61,67,64,88,93,87,75,60,65,59,68,62,80,75,68,79,75,71,75,52,55,82,93,70,70,58,64,57,61,51,65,60,89,57,0,0,73,63,0,0,0,0,73,0,64,0,85,0,0,0,0,0,0,0,61,0,0,87,0,68,61,0,0,94,94,0,64,63,0,0,0,100,0,74,0,74,74,78,0,0,67,0,0,60,0,93,72,68,84,0,0,70,0,0,0,0,0,0,0,70,0,80,71,0,0,0,0,0,84,0,82,67,82,61,0,48,72,0,89,0,0,66,64,0,0,68,67,0,66,0,0,0,0,63,0,0,0,0,0,92,0,61,58,0,0,0,93,61,0,0,70,0,0,0,61,0,74,93,80,0,0,56,0,0,0,53,71,82,83,0,0,50,69,69,0,0,0,0,0,94,88,74,76,58,68,0,87,0,71,0,0,80,68,0,59,0,78,0,56,0,68,73,48,82,0,61,0,0,0,0,0,77,0,98,0,72,76,0,72,0,68,0,0,0,76,0,0,0,0,0,58,62,0,0,76,0,0,76,79,0,0,0,0,0,,,,,,,,,,,,,,74.0,,,,,,,,88.0,,,,,,,73.0,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,88.0,,,,,,,,,100.0,74.0,,,,,,,76.0,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,71.0,68.0,67.0,,,,,,,68.0,,,,,,,,,,,,,,77.0,
Natasha Bedingfield,85,62,73,73,66,70,76,67,79,76,81,82,90,71,84,88,88,87,75,84,70,79,86,80,67,86,71,86,71,70,68,61,75,85,91,85,75,58,78,74,85,90,86,73,100,67,64,70,79,87,88,0,0,0,0,0,0,0,0,86,0,0,0,67,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,95,0,0,0,69,0,95,0,75,0,0,0,0,100,0,0,77,0,0,75,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,93,0,0,91,0,83,0,0,0,68,0,0,82,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,65,0,0,0,0,68,98,0,0,0,0,0,0,0,0,70,68,85,0,0,0,0,0,0,79,0,67,74,0,0,0,0,78,0,0,0,0,0,0,71,72,86,61,0,0,0,0,82,0,0,0,0,0,0,0,77,0,100,0,71,71,53,0,0,67,0,0,0,0,0,0,0,0,0,87,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,82.0,,,,,,,,,,,,,,,,,,,80.0,,,,,78.0,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,75.0,,,,,,,,76.0,,,,,,,,,,,,,,,82.0,,,77.0,,,,,,,,,,,,,88.0,,,,,76.0,,,,,,,89.0,92.0,,,,,,,100.0,,,,,,,,,,,,83.0,,,,,,,,,,,,,,74.0,
Kristen Bell,57,0,64,0,72,72,61,0,61,52,51,75,0,66,69,63,58,49,55,0,73,89,66,80,0,59,0,64,56,0,59,0,66,56,0,58,67,68,64,0,54,0,60,60,100,0,47,80,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,96.0,,,,,,91.0,,,,,,,,67.0,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,82.0,,,,,,,,,,93.0,,,,,,,87.0,,,,,,,,,,63.0,,,,,86.0,,,,,,,,,,,,,,76.0,91.0,80.0,,,,100.0,,,,,,,,,,,,,,,,,76.0,
U2,49,53,60,47,86,75,76,57,87,69,54,45,55,71,57,55,57,51,45,73,62,96,63,72,42,66,59,65,55,78,76,60,84,60,57,64,59,61,76,70,50,55,60,64,85,79,100,68,53,69,49,0,0,77,63,0,0,0,0,57,0,69,0,62,0,0,0,0,0,0,0,44,0,0,89,0,66,0,0,0,0,0,0,0,56,0,0,0,69,0,55,0,60,0,0,0,0,45,0,0,56,0,0,67,0,61,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,54,0,53,0,0,59,0,74,0,0,45,52,0,0,53,0,0,44,0,0,0,0,63,0,0,0,0,0,0,0,47,55,0,0,0,71,56,0,0,73,0,0,0,0,0,72,65,64,0,0,0,0,0,0,57,0,82,48,0,0,53,65,56,0,0,0,0,0,0,71,56,63,53,84,0,68,0,49,0,0,53,68,0,53,0,48,0,86,0,58,64,99,0,0,69,0,0,0,0,0,68,0,0,0,66,63,0,55,0,0,0,0,0,62,0,0,0,0,0,0,100,0,0,54,0,0,0,73,0,0,0,0,0,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,53.0,,,,,,,54.0,100.0,,47.0,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,43.0,46.0,,,,,45.0,,,44.0,,94.0,,,,,,,,,,,,53.0,
Kirko Bangz,64,21,62,59,39,48,32,33,20,53,56,30,31,52,56,48,45,51,68,19,43,33,48,37,81,38,35,46,39,23,27,90,31,54,40,52,61,26,32,43,55,62,51,100,25,18,22,34,40,39,33,0,0,0,47,0,0,0,0,30,0,51,0,25,0,0,0,0,0,0,0,35,0,0,21,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,35,0,29,0,0,0,0,26,0,100,34,0,0,30,0,31,0,0,51,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,31,0,0,0,0,0,0,49,0,0,18,0,0,0,92,0,0,29,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,25,0,0,0,0,27,30,0,0,0,0,0,0,47,0,28,33,22,0,0,0,0,0,0,32,0,20,35,0,0,37,0,27,0,0,0,0,0,0,19,41,22,14,0,0,33,0,34,0,0,0,0,0,0,0,33,0,0,0,77,24,14,0,0,20,0,0,0,0,0,0,0,0,0,22,0,0,34,0,0,0,0,0,41,0,0,0,0,0,58,11,0,0,34,0,0,0,0,0,0,0,0,0,,,57.0,,,,,44.0,,,,,,,,,,,,30.0,,33.0,,,,,,,,,,,,36.0,,,,36.0,,,52.0,,,,,,,,,,,,,100.0,,40.0,,,,,,,,,29.0,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,38.0,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,47.0,,,,,
David Nail,72,0,31,63,14,42,28,0,20,30,45,0,58,41,64,87,65,75,50,60,27,38,57,65,56,73,76,71,17,42,16,37,18,52,100,61,67,25,36,0,65,79,69,40,31,59,26,25,78,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,57.0,,,,,,,,,,,,,,,66.0,,37.0,,,,,,,86.0,,,,,49.0,,,,53.0,,,,,,,,,,,,,,,,49.0,,79.0,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,85.0,,,,,100.0,,,,,,97.0,,,,,,,47.0,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,81.0,,,,,,,,,,,,,,,
Krewella,34,0,52,32,55,82,74,61,23,70,36,100,76,83,57,64,44,32,40,60,60,76,62,61,22,44,62,53,70,69,74,67,67,41,60,57,43,48,62,72,37,51,39,48,64,49,32,58,41,77,73,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,45,0,0,100,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,67,0,65,0,0,0,0,0,0,0,0,79,0,0,0,0,0,63,0,0,0,0,0,0,68,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,73,41,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,52.0,,,,,,67.0,,,,,,,,49.0,,,,,,,54.0,,,,,,,,,64.0,,,,,,,,,,,,,,,100.0,41.0,,,,,,,,,,,,,,,,,,,46.0,,,,,,,43.0,,,,,,,,,,69.0,,,,,,,,,,49.0,,,,,50.0,,,,,,,,,,,,,,57.0,,86.0,,,,44.0,,,,,,,,,,,,,,,,,,
Chief Keef,61,8,17,40,15,11,29,43,38,44,55,6,5,100,53,37,21,33,37,10,62,26,37,33,74,37,6,18,17,13,32,11,41,63,13,48,17,9,32,37,66,13,49,20,4,10,24,12,22,39,0,0,47,14,0,0,0,0,0,21,31,6,0,23,0,19,0,0,0,0,0,29,0,0,12,0,29,0,0,0,19,28,34,0,29,0,13,0,52,0,24,0,26,0,30,23,41,20,43,0,10,25,17,6,14,17,0,0,0,0,0,0,0,0,0,0,16,48,7,16,0,21,0,0,0,17,0,11,23,35,17,100,0,11,0,13,0,0,0,11,19,0,21,26,0,20,0,0,0,0,11,0,0,0,0,0,18,0,8,11,0,0,23,7,17,0,31,16,0,0,0,49,0,18,28,16,0,0,17,0,0,40,18,16,17,30,0,0,6,10,18,0,28,0,0,0,27,16,7,20,4,0,0,15,0,31,0,0,25,16,0,27,35,8,0,0,0,6,5,5,0,29,6,0,19,0,0,17,0,0,11,0,23,12,27,17,0,14,0,0,0,6,12,0,0,0,0,11,15,0,0,19,0,0,9,8,27,0,0,0,0,,,,,,,,,,53.0,,,,,,,79.0,,,47.0,,100.0,,49.0,83.0,,,,43.0,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,96.0,,,71.0,,,,,,41.0,,39.0,,,,,,,,,,36.0,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erykah Badu,61,0,21,35,32,22,24,47,100,39,73,23,0,36,26,10,19,24,67,0,74,25,37,19,68,34,0,14,26,0,30,21,36,59,0,31,23,18,31,22,51,0,44,39,11,29,38,21,15,20,0,0,0,0,0,0,0,0,0,85,0,0,0,62,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,63,0,0,0,44,0,0,0,36,0,0,0,0,0,0,0,52,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,100,0,44,0,0,0,0,0,0,0,0,0,88,40,81,0,0,0,0,33,0,0,0,0,0,0,47,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,36,29,0,0,25,0,0,0,0,0,0,0,0,0,47,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,89.0,,,,,90.0,80.0,92.0,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,97.0,,,95.0,,,,,,,,60.0,,,,,,,66.0,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,100.0,
Jack Johnson,46,58,52,49,63,75,61,51,48,55,44,100,85,45,59,54,50,49,36,73,48,66,52,60,35,61,72,52,44,78,52,47,45,56,68,56,46,59,60,64,59,68,49,43,89,74,51,64,47,71,65,0,0,60,43,0,0,0,0,41,0,51,0,44,0,0,0,0,0,0,0,43,0,79,61,0,43,70,0,0,0,0,0,0,50,0,0,0,38,0,54,0,50,0,0,0,0,43,0,0,36,0,0,64,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,38,0,46,0,0,41,0,53,0,0,83,32,0,0,52,0,0,53,0,0,0,0,59,0,0,0,0,0,0,0,26,0,0,0,0,55,49,0,0,57,0,0,0,0,0,39,59,50,0,0,0,0,0,0,45,0,37,43,0,0,37,0,50,0,0,0,0,0,0,56,49,54,43,57,0,51,0,40,0,0,51,0,0,62,0,46,0,71,0,45,72,42,100,0,55,0,0,0,0,0,65,0,0,0,48,65,0,46,0,0,0,0,0,50,0,0,0,0,0,0,43,0,0,41,0,0,0,56,0,0,0,0,0,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,100.0,,,,68.0,,,,,,,,,,,,,,,,68.0,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,54.0,,,,65.0,,,,56.0,,,,,,,96.0,,,80.0,58.0,,,,,65.0,,,62.0,,,,,,,58.0,,,,,,,,
